0.000000 [kg]
tempo[s]	 x[m]	 z[m]	 vx[m/s]	 vz[m/s]	 atitude[graus]	 fuel[kg]
1.00e-01	 -6.17e+05	 -1.77e-02	 -6.17e+06	 -1.18e-01	 0.00e+00	 8.20e+03
1.00e-01	 -1.23e+06	 -4.66e-02	 -6.17e+06	 -2.32e-01	 0.00e+00	 8.20e+03
1.00e-01	 -1.85e+06	 -8.61e-02	 -6.17e+06	 -3.41e-01	 0.00e+00	 8.20e+03
1.00e-01	 -2.47e+06	 -1.36e-01	 -6.17e+06	 -4.46e-01	 0.00e+00	 8.20e+03
1.00e-01	 -3.08e+06	 -1.96e-01	 -6.17e+06	 -5.46e-01	 0.00e+00	 8.20e+03
1.00e-01	 -3.70e+06	 -2.65e-01	 -6.17e+06	 -6.42e-01	 0.00e+00	 8.20e+03
1.00e-01	 -4.32e+06	 -3.43e-01	 -6.17e+06	 -7.34e-01	 0.00e+00	 8.20e+03
1.00e-01	 -4.93e+06	 -4.29e-01	 -6.17e+06	 -8.21e-01	 0.00e+00	 8.20e+03
1.00e-01	 -5.55e+06	 -5.24e-01	 -6.17e+06	 -9.08e-01	 0.00e+00	 8.20e+03
1.00e-01	 -6.17e+06	 -6.28e-01	 -6.17e+06	 -9.91e-01	 0.00e+00	 8.20e+03
1.00e-01	 -6.78e+06	 -7.38e-01	 -6.17e+06	 -1.07e+00	 0.00e+00	 8.20e+03
1.00e-01	 -7.40e+06	 -8.56e-01	 -6.17e+06	 -1.14e+00	 0.00e+00	 8.20e+03
1.00e-01	 -8.02e+06	 -9.81e-01	 -6.17e+06	 -1.21e+00	 0.00e+00	 8.20e+03
1.00e-01	 -8.63e+06	 -1.11e+00	 -6.17e+06	 -1.28e+00	 0.00e+00	 8.19e+03
1.00e-01	 -9.25e+06	 -1.25e+00	 -6.17e+06	 -1.34e+00	 0.00e+00	 8.19e+03
1.00e-01	 -9.87e+06	 -1.39e+00	 -6.17e+06	 -1.39e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.05e+07	 -1.54e+00	 -6.17e+06	 -1.45e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.11e+07	 -1.69e+00	 -6.17e+06	 -1.49e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.17e+07	 -1.85e+00	 -6.17e+06	 -1.54e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.23e+07	 -2.01e+00	 -6.17e+06	 -1.58e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.30e+07	 -2.17e+00	 -6.17e+06	 -1.62e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.36e+07	 -2.34e+00	 -6.17e+06	 -1.65e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.42e+07	 -2.51e+00	 -6.17e+06	 -1.68e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.48e+07	 -2.68e+00	 -6.17e+06	 -1.71e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.54e+07	 -2.85e+00	 -6.17e+06	 -1.73e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.60e+07	 -3.03e+00	 -6.17e+06	 -1.75e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.67e+07	 -3.20e+00	 -6.17e+06	 -1.76e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.73e+07	 -3.38e+00	 -6.17e+06	 -1.76e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.79e+07	 -3.56e+00	 -6.17e+06	 -1.77e+00	 0.00e+00	 8.19e+03
1.00e-01	 -1.85e+07	 -3.73e+00	 -6.17e+06	 -1.77e+00	 0.00e+00	 8.18e+03
1.00e-01	 -1.91e+07	 -3.91e+00	 -6.17e+06	 -1.77e+00	 0.00e+00	 8.18e+03
1.00e-01	 -1.97e+07	 -4.09e+00	 -6.17e+06	 -1.76e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.04e+07	 -4.26e+00	 -6.17e+06	 -1.75e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.10e+07	 -4.43e+00	 -6.17e+06	 -1.73e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.16e+07	 -4.60e+00	 -6.17e+06	 -1.72e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.22e+07	 -4.77e+00	 -6.17e+06	 -1.69e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.28e+07	 -4.94e+00	 -6.17e+06	 -1.66e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.34e+07	 -5.10e+00	 -6.17e+06	 -1.63e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.41e+07	 -5.26e+00	 -6.17e+06	 -1.60e+00	 0.00e+00	 8.18e+03
1.00e-01	 -2.47e+07	 -5.41e+00	 -6.17e+06	 -1.55e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.53e+07	 -5.56e+00	 -6.17e+06	 -1.51e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.59e+07	 -5.70e+00	 -6.17e+06	 -1.46e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.65e+07	 -5.84e+00	 -6.17e+06	 -1.41e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.71e+07	 -5.98e+00	 -6.17e+06	 -1.36e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.78e+07	 -6.10e+00	 -6.17e+06	 -1.30e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.84e+07	 -6.22e+00	 -6.17e+06	 -1.24e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.90e+07	 -6.34e+00	 -6.17e+06	 -1.17e+00	 0.00e+00	 8.17e+03
1.00e-01	 -2.96e+07	 -6.44e+00	 -6.17e+06	 -1.10e+00	 0.00e+00	 8.17e+03
1.00e-01	 -3.02e+07	 -6.54e+00	 -6.17e+06	 -1.02e+00	 0.00e+00	 8.16e+03
1.00e-01	 -3.08e+07	 -6.63e+00	 -6.17e+06	 -9.37e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.15e+07	 -6.71e+00	 -6.17e+06	 -8.51e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.21e+07	 -6.78e+00	 -6.17e+06	 -7.66e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.27e+07	 -6.85e+00	 -6.17e+06	 -6.75e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.33e+07	 -6.90e+00	 -6.17e+06	 -5.81e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.39e+07	 -6.94e+00	 -6.17e+06	 -4.82e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.45e+07	 -6.97e+00	 -6.17e+06	 -3.78e-01	 0.00e+00	 8.16e+03
1.00e-01	 -3.52e+07	 -7.00e+00	 -6.17e+06	 -2.70e-01	 0.00e+00	 8.15e+03
1.00e-01	 -3.58e+07	 -7.01e+00	 -6.17e+06	 -1.57e-01	 0.00e+00	 8.15e+03
1.00e-01	 -3.64e+07	 -7.00e+00	 -6.17e+06	 -4.02e-02	 0.00e+00	 8.15e+03
1.00e-01	 -3.70e+07	 -6.99e+00	 -6.17e+06	 8.13e-02	 0.00e+00	 8.15e+03
1.00e-01	 -3.76e+07	 -6.96e+00	 -6.17e+06	 2.07e-01	 0.00e+00	 8.15e+03
1.00e-01	 -3.82e+07	 -6.92e+00	 -6.17e+06	 3.38e-01	 0.00e+00	 8.15e+03
1.00e-01	 -3.89e+07	 -6.87e+00	 -6.17e+06	 4.68e-01	 0.00e+00	 8.15e+03
1.00e-01	 -3.95e+07	 -6.80e+00	 -6.17e+06	 6.03e-01	 0.00e+00	 8.14e+03
1.00e-01	 -4.01e+07	 -6.72e+00	 -6.17e+06	 7.43e-01	 0.00e+00	 8.14e+03
1.00e-01	 -4.07e+07	 -6.63e+00	 -6.17e+06	 8.87e-01	 0.00e+00	 8.14e+03
1.00e-01	 -4.13e+07	 -6.51e+00	 -6.17e+06	 1.03e+00	 0.00e+00	 8.14e+03
1.00e-01	 -4.19e+07	 -6.39e+00	 -6.17e+06	 1.19e+00	 0.00e+00	 8.14e+03
1.00e-01	 -4.26e+07	 -6.25e+00	 -6.17e+06	 1.34e+00	 0.00e+00	 8.14e+03
1.00e-01	 -4.32e+07	 -6.09e+00	 -6.17e+06	 1.49e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.38e+07	 -5.92e+00	 -6.17e+06	 1.65e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.44e+07	 -5.73e+00	 -6.17e+06	 1.80e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.50e+07	 -5.53e+00	 -6.17e+06	 1.95e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.56e+07	 -5.31e+00	 -6.17e+06	 2.11e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.63e+07	 -5.07e+00	 -6.17e+06	 2.26e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.69e+07	 -4.83e+00	 -6.17e+06	 2.41e+00	 0.00e+00	 8.13e+03
1.00e-01	 -4.75e+07	 -4.56e+00	 -6.17e+06	 2.57e+00	 0.00e+00	 8.12e+03
1.00e-01	 -4.81e+07	 -4.28e+00	 -6.17e+06	 2.72e+00	 0.00e+00	 8.12e+03
1.00e-01	 -4.87e+07	 -3.99e+00	 -6.17e+06	 2.87e+00	 0.00e+00	 8.12e+03
1.00e-01	 -4.93e+07	 -3.68e+00	 -6.17e+06	 3.03e+00	 0.00e+00	 8.12e+03
1.00e-01	 -5.00e+07	 -3.35e+00	 -6.17e+06	 3.18e+00	 0.00e+00	 8.12e+03
1.00e-01	 -5.06e+07	 -3.01e+00	 -6.17e+06	 3.33e+00	 0.00e+00	 8.12e+03
1.00e-01	 -5.12e+07	 -2.65e+00	 -6.17e+06	 3.49e+00	 0.00e+00	 8.11e+03
1.00e-01	 -5.18e+07	 -2.28e+00	 -6.17e+06	 3.64e+00	 -3.34e-04	 8.11e+03
1.00e-01	 -5.24e+07	 -1.89e+00	 -6.17e+06	 3.79e+00	 -1.22e-03	 8.11e+03
1.00e-01	 -5.30e+07	 -1.49e+00	 -6.17e+06	 3.95e+00	 -2.89e-03	 8.11e+03
1.00e-01	 -5.37e+07	 -1.07e+00	 -6.17e+06	 4.10e+00	 -5.56e-03	 8.11e+03
1.00e-01	 -5.43e+07	 -6.40e-01	 -6.17e+06	 4.26e+00	 -9.46e-03	 8.11e+03
1.00e-01	 -5.49e+07	 -1.92e-01	 -6.17e+06	 4.41e+00	 -1.48e-02	 8.10e+03
1.00e-01	 -5.55e+07	 2.73e-01	 -6.17e+06	 4.56e+00	 -2.18e-02	 8.10e+03
1.00e-01	 -5.61e+07	 7.52e-01	 -6.17e+06	 4.72e+00	 -3.07e-02	 8.10e+03
1.00e-01	 -5.67e+07	 1.25e+00	 -6.17e+06	 4.87e+00	 -4.17e-02	 8.10e+03
1.00e-01	 -5.74e+07	 1.76e+00	 -6.17e+06	 5.03e+00	 -5.51e-02	 8.10e+03
1.00e-01	 -5.80e+07	 2.28e+00	 -6.17e+06	 5.18e+00	 -7.10e-02	 8.10e+03
1.00e-01	 -5.86e+07	 2.82e+00	 -6.17e+06	 5.34e+00	 -8.94e-02	 8.09e+03
1.00e-01	 -5.92e+07	 3.38e+00	 -6.17e+06	 5.49e+00	 -1.11e-01	 8.09e+03
1.00e-01	 -5.98e+07	 3.95e+00	 -6.17e+06	 5.64e+00	 -1.35e-01	 8.09e+03
1.00e-01	 -6.04e+07	 4.54e+00	 -6.17e+06	 5.80e+00	 -1.62e-01	 8.09e+03
1.00e-01	 -6.11e+07	 5.14e+00	 -6.17e+06	 5.95e+00	 -1.93e-01	 8.09e+03
1.00e-01	 -6.17e+07	 5.76e+00	 -6.17e+06	 6.11e+00	 -2.28e-01	 8.09e+03
1.00e-01	 -6.23e+07	 6.40e+00	 -6.17e+06	 6.26e+00	 -2.66e-01	 8.09e+03
1.00e-01	 -6.29e+07	 7.05e+00	 -6.17e+06	 6.42e+00	 -3.09e-01	 8.08e+03
1.00e-01	 -6.35e+07	 7.71e+00	 -6.17e+06	 6.57e+00	 -3.55e-01	 8.08e+03
1.00e-01	 -6.41e+07	 8.39e+00	 -6.17e+06	 6.73e+00	 -4.07e-01	 8.08e+03
1.00e-01	 -6.48e+07	 9.09e+00	 -6.17e+06	 6.88e+00	 -4.63e-01	 8.08e+03
1.00e-01	 -6.54e+07	 9.80e+00	 -6.17e+06	 7.04e+00	 -5.24e-01	 8.08e+03
1.00e-01	 -6.60e+07	 1.05e+01	 -6.17e+06	 7.19e+00	 -5.90e-01	 8.08e+03
1.00e-01	 -6.66e+07	 1.13e+01	 -6.17e+06	 7.34e+00	 -6.61e-01	 8.07e+03
1.00e-01	 -6.72e+07	 1.20e+01	 -6.17e+06	 7.50e+00	 -7.37e-01	 8.07e+03
1.00e-01	 -6.78e+07	 1.28e+01	 -6.17e+06	 7.65e+00	 -8.19e-01	 8.07e+03
1.00e-01	 -6.85e+07	 1.36e+01	 -6.17e+06	 7.81e+00	 -9.07e-01	 8.07e+03
1.00e-01	 -6.91e+07	 1.44e+01	 -6.17e+06	 7.96e+00	 -1.00e+00	 8.07e+03
1.00e-01	 -6.97e+07	 1.52e+01	 -6.17e+06	 8.12e+00	 -1.10e+00	 8.07e+03
1.00e-01	 -7.03e+07	 1.60e+01	 -6.17e+06	 8.28e+00	 -1.21e+00	 8.06e+03
1.00e-01	 -7.09e+07	 1.69e+01	 -6.17e+06	 8.43e+00	 -1.32e+00	 8.06e+03
1.00e-01	 -7.15e+07	 1.78e+01	 -6.17e+06	 8.59e+00	 -1.44e+00	 8.06e+03
1.00e-01	 -7.22e+07	 1.86e+01	 -6.17e+06	 8.74e+00	 -1.57e+00	 8.06e+03
1.00e-01	 -7.28e+07	 1.95e+01	 -6.17e+06	 8.90e+00	 -1.71e+00	 8.06e+03
1.00e-01	 -7.34e+07	 2.05e+01	 -6.17e+06	 9.05e+00	 -1.85e+00	 8.06e+03
1.00e-01	 -7.40e+07	 2.14e+01	 -6.17e+06	 9.21e+00	 -2.00e+00	 8.05e+03
1.00e-01	 -7.46e+07	 2.23e+01	 -6.17e+06	 9.36e+00	 -2.16e+00	 8.05e+03
1.00e-01	 -7.52e+07	 2.33e+01	 -6.17e+06	 9.52e+00	 -2.32e+00	 8.05e+03
1.00e-01	 -7.59e+07	 2.43e+01	 -6.17e+06	 9.67e+00	 -2.50e+00	 8.05e+03
1.00e-01	 -7.65e+07	 2.53e+01	 -6.17e+06	 9.83e+00	 -2.68e+00	 8.05e+03
1.00e-01	 -7.71e+07	 2.63e+01	 -6.17e+06	 9.98e+00	 -2.88e+00	 8.05e+03
1.00e-01	 -7.77e+07	 2.73e+01	 -6.17e+06	 1.01e+01	 -3.08e+00	 8.04e+03
1.00e-01	 -7.83e+07	 2.83e+01	 -6.17e+06	 1.03e+01	 -3.29e+00	 8.04e+03
1.00e-01	 -7.89e+07	 2.94e+01	 -6.17e+06	 1.04e+01	 -3.51e+00	 8.04e+03
1.00e-01	 -7.96e+07	 3.04e+01	 -6.17e+06	 1.06e+01	 -3.74e+00	 8.04e+03
1.00e-01	 -8.02e+07	 3.15e+01	 -6.17e+06	 1.08e+01	 -3.97e+00	 8.04e+03
1.00e-01	 -8.08e+07	 3.26e+01	 -6.17e+06	 1.09e+01	 -4.22e+00	 8.04e+03
1.00e-01	 -8.14e+07	 3.37e+01	 -6.17e+06	 1.11e+01	 -4.48e+00	 8.03e+03
1.00e-01	 -8.20e+07	 3.49e+01	 -6.17e+06	 1.12e+01	 -4.75e+00	 8.03e+03
1.00e-01	 -8.26e+07	 3.60e+01	 -6.17e+06	 1.14e+01	 -5.03e+00	 8.03e+03
1.00e-01	 -8.33e+07	 3.72e+01	 -6.17e+06	 1.15e+01	 -5.32e+00	 8.03e+03
1.00e-01	 -8.39e+07	 3.84e+01	 -6.17e+06	 1.17e+01	 -5.62e+00	 8.03e+03
1.00e-01	 -8.45e+07	 3.95e+01	 -6.17e+06	 1.18e+01	 -5.93e+00	 8.03e+03
1.00e-01	 -8.51e+07	 4.08e+01	 -6.17e+06	 1.20e+01	 -6.25e+00	 8.02e+03
1.00e-01	 -8.57e+07	 4.20e+01	 -6.17e+06	 1.22e+01	 -6.58e+00	 8.02e+03
1.00e-01	 -8.63e+07	 4.32e+01	 -6.17e+06	 1.23e+01	 -6.92e+00	 8.02e+03
1.00e-01	 -8.70e+07	 4.45e+01	 -6.17e+06	 1.25e+01	 -7.27e+00	 8.02e+03
1.00e-01	 -8.76e+07	 4.57e+01	 -6.17e+06	 1.26e+01	 -7.63e+00	 8.02e+03
1.00e-01	 -8.82e+07	 4.70e+01	 -6.17e+06	 1.28e+01	 -8.00e+00	 8.02e+03
1.00e-01	 -8.88e+07	 4.83e+01	 -6.17e+06	 1.29e+01	 -8.38e+00	 8.01e+03
1.00e-01	 -8.94e+07	 4.96e+01	 -6.17e+06	 1.31e+01	 -8.77e+00	 8.01e+03
1.00e-01	 -9.01e+07	 5.10e+01	 -6.17e+06	 1.32e+01	 -9.17e+00	 8.01e+03
1.00e-01	 -9.07e+07	 5.23e+01	 -6.17e+06	 1.34e+01	 -9.58e+00	 8.01e+03
1.00e-01	 -9.13e+07	 5.37e+01	 -6.17e+06	 1.35e+01	 -1.00e+01	 8.01e+03
1.00e-01	 -9.19e+07	 5.50e+01	 -6.17e+06	 1.37e+01	 -1.04e+01	 8.01e+03
1.00e-01	 -9.25e+07	 5.64e+01	 -6.17e+06	 1.38e+01	 -1.09e+01	 8.01e+03
1.00e-01	 -9.31e+07	 5.78e+01	 -6.17e+06	 1.40e+01	 -1.13e+01	 8.00e+03
1.00e-01	 -9.38e+07	 5.93e+01	 -6.17e+06	 1.41e+01	 -1.18e+01	 8.00e+03
1.00e-01	 -9.44e+07	 6.07e+01	 -6.17e+06	 1.43e+01	 -1.22e+01	 8.00e+03
1.00e-01	 -9.50e+07	 6.22e+01	 -6.17e+06	 1.44e+01	 -1.27e+01	 8.00e+03
1.00e-01	 -9.56e+07	 6.36e+01	 -6.17e+06	 1.46e+01	 -1.32e+01	 8.00e+03
1.00e-01	 -9.62e+07	 6.51e+01	 -6.17e+06	 1.47e+01	 -1.37e+01	 8.00e+03
1.00e-01	 -9.68e+07	 6.66e+01	 -6.17e+06	 1.49e+01	 -1.42e+01	 7.99e+03
1.00e-01	 -9.75e+07	 6.81e+01	 -6.17e+06	 1.50e+01	 -1.47e+01	 7.99e+03
1.00e-01	 -9.81e+07	 6.96e+01	 -6.17e+06	 1.52e+01	 -1.52e+01	 7.99e+03
1.00e-01	 -9.87e+07	 7.12e+01	 -6.17e+06	 1.53e+01	 -1.57e+01	 7.99e+03
1.00e-01	 -9.93e+07	 7.27e+01	 -6.17e+06	 1.55e+01	 -1.62e+01	 7.99e+03
1.00e-01	 -9.99e+07	 7.43e+01	 -6.17e+06	 1.56e+01	 -1.68e+01	 7.99e+03
1.00e-01	 -1.01e+08	 7.59e+01	 -6.17e+06	 1.58e+01	 -1.73e+01	 7.98e+03
1.00e-01	 -1.01e+08	 7.75e+01	 -6.17e+06	 1.59e+01	 -1.79e+01	 7.98e+03
1.00e-01	 -1.02e+08	 7.91e+01	 -6.17e+06	 1.60e+01	 -1.84e+01	 7.98e+03
1.00e-01	 -1.02e+08	 8.07e+01	 -6.17e+06	 1.62e+01	 -1.90e+01	 7.98e+03
1.00e-01	 -1.03e+08	 8.23e+01	 -6.17e+06	 1.63e+01	 -1.95e+01	 7.98e+03
1.00e-01	 -1.04e+08	 8.40e+01	 -6.17e+06	 1.65e+01	 -2.01e+01	 7.98e+03
1.00e-01	 -1.04e+08	 8.57e+01	 -6.17e+06	 1.66e+01	 -2.07e+01	 7.97e+03
1.00e-01	 -1.05e+08	 8.73e+01	 -6.17e+06	 1.67e+01	 -2.13e+01	 7.97e+03
1.00e-01	 -1.05e+08	 8.90e+01	 -6.17e+06	 1.69e+01	 -2.19e+01	 7.97e+03
1.00e-01	 -1.06e+08	 9.07e+01	 -6.17e+06	 1.70e+01	 -2.25e+01	 7.97e+03
1.00e-01	 -1.07e+08	 9.25e+01	 -6.17e+06	 1.71e+01	 -2.31e+01	 7.97e+03
1.00e-01	 -1.07e+08	 9.42e+01	 -6.17e+06	 1.73e+01	 -2.37e+01	 7.97e+03
1.00e-01	 -1.08e+08	 9.59e+01	 -6.17e+06	 1.74e+01	 -2.43e+01	 7.96e+03
1.00e-01	 -1.09e+08	 9.77e+01	 -6.17e+06	 1.75e+01	 -2.49e+01	 7.96e+03
1.00e-01	 -1.09e+08	 9.95e+01	 -6.17e+06	 1.76e+01	 -2.55e+01	 7.96e+03
1.00e-01	 -1.10e+08	 1.01e+02	 -6.17e+06	 1.78e+01	 -2.61e+01	 7.96e+03
1.00e-01	 -1.10e+08	 1.03e+02	 -6.17e+06	 1.79e+01	 -2.67e+01	 7.96e+03
1.00e-01	 -1.11e+08	 1.05e+02	 -6.17e+06	 1.80e+01	 -2.73e+01	 7.96e+03
1.00e-01	 -1.12e+08	 1.07e+02	 -6.17e+06	 1.81e+01	 -2.80e+01	 7.95e+03
1.00e-01	 -1.12e+08	 1.09e+02	 -6.17e+06	 1.83e+01	 -2.86e+01	 7.95e+03
1.00e-01	 -1.13e+08	 1.10e+02	 -6.17e+06	 1.84e+01	 -2.92e+01	 7.95e+03
1.00e-01	 -1.13e+08	 1.12e+02	 -6.17e+06	 1.85e+01	 -2.99e+01	 7.95e+03
1.00e-01	 -1.14e+08	 1.14e+02	 -6.17e+06	 1.86e+01	 -3.05e+01	 7.95e+03
1.00e-01	 -1.15e+08	 1.16e+02	 -6.17e+06	 1.87e+01	 -3.11e+01	 7.95e+03
1.00e-01	 -1.15e+08	 1.18e+02	 -6.17e+06	 1.88e+01	 -3.18e+01	 7.95e+03
1.00e-01	 -1.16e+08	 1.20e+02	 -6.17e+06	 1.89e+01	 -3.24e+01	 7.94e+03
1.00e-01	 -1.17e+08	 1.22e+02	 -6.17e+06	 1.91e+01	 -3.31e+01	 7.94e+03
1.00e-01	 -1.17e+08	 1.24e+02	 -6.17e+06	 1.92e+01	 -3.37e+01	 7.94e+03
1.00e-01	 -1.18e+08	 1.26e+02	 -6.17e+06	 1.93e+01	 -3.43e+01	 7.94e+03
1.00e-01	 -1.18e+08	 1.27e+02	 -6.17e+06	 1.94e+01	 -3.50e+01	 7.94e+03
1.00e-01	 -1.19e+08	 1.29e+02	 -6.17e+06	 1.95e+01	 -3.56e+01	 7.94e+03
1.00e-01	 -1.20e+08	 1.31e+02	 -6.17e+06	 1.96e+01	 -3.63e+01	 7.93e+03
1.00e-01	 -1.20e+08	 1.33e+02	 -6.17e+06	 1.97e+01	 -3.69e+01	 7.93e+03
1.00e-01	 -1.21e+08	 1.35e+02	 -6.17e+06	 1.97e+01	 -3.76e+01	 7.93e+03
1.00e-01	 -1.22e+08	 1.37e+02	 -6.17e+06	 1.98e+01	 -3.82e+01	 7.93e+03
1.00e-01	 -1.22e+08	 1.39e+02	 -6.17e+06	 1.99e+01	 -3.89e+01	 7.93e+03
1.00e-01	 -1.23e+08	 1.41e+02	 -6.17e+06	 2.00e+01	 -3.95e+01	 7.93e+03
1.00e-01	 -1.23e+08	 1.43e+02	 -6.17e+06	 2.01e+01	 -4.01e+01	 7.92e+03
1.00e-01	 -1.24e+08	 1.45e+02	 -6.17e+06	 2.02e+01	 -4.08e+01	 7.92e+03
1.00e-01	 -1.25e+08	 1.47e+02	 -6.17e+06	 2.03e+01	 -4.14e+01	 7.92e+03
1.00e-01	 -1.25e+08	 1.49e+02	 -6.17e+06	 2.03e+01	 -4.21e+01	 7.92e+03
1.00e-01	 -1.26e+08	 1.51e+02	 -6.17e+06	 2.04e+01	 -4.27e+01	 7.92e+03
1.00e-01	 -1.26e+08	 1.54e+02	 -6.17e+06	 2.05e+01	 -4.33e+01	 7.92e+03
1.00e-01	 -1.27e+08	 1.56e+02	 -6.17e+06	 2.05e+01	 -4.40e+01	 7.91e+03
1.00e-01	 -1.28e+08	 1.58e+02	 -6.17e+06	 2.06e+01	 -4.46e+01	 7.91e+03
1.00e-01	 -1.28e+08	 1.60e+02	 -6.17e+06	 2.07e+01	 -4.52e+01	 7.91e+03
1.00e-01	 -1.29e+08	 1.62e+02	 -6.17e+06	 2.07e+01	 -4.59e+01	 7.91e+03
1.00e-01	 -1.30e+08	 1.64e+02	 -6.17e+06	 2.08e+01	 -4.65e+01	 7.91e+03
1.00e-01	 -1.30e+08	 1.66e+02	 -6.17e+06	 2.09e+01	 -4.71e+01	 7.91e+03
1.00e-01	 -1.31e+08	 1.68e+02	 -6.17e+06	 2.09e+01	 -4.77e+01	 7.91e+03
1.00e-01	 -1.31e+08	 1.70e+02	 -6.17e+06	 2.10e+01	 -4.83e+01	 7.90e+03
1.00e-01	 -1.32e+08	 1.72e+02	 -6.17e+06	 2.10e+01	 -4.90e+01	 7.90e+03
1.00e-01	 -1.33e+08	 1.74e+02	 -6.17e+06	 2.11e+01	 -4.96e+01	 7.90e+03
1.00e-01	 -1.33e+08	 1.76e+02	 -6.17e+06	 2.11e+01	 -5.02e+01	 7.90e+03
1.00e-01	 -1.34e+08	 1.79e+02	 -6.17e+06	 2.11e+01	 -5.08e+01	 7.90e+03
1.00e-01	 -1.34e+08	 1.81e+02	 -6.17e+06	 2.12e+01	 -5.13e+01	 7.90e+03
1.00e-01	 -1.35e+08	 1.83e+02	 -6.17e+06	 2.12e+01	 -5.19e+01	 7.89e+03
1.00e-01	 -1.36e+08	 1.85e+02	 -6.17e+06	 2.13e+01	 -5.25e+01	 7.89e+03
1.00e-01	 -1.36e+08	 1.87e+02	 -6.17e+06	 2.13e+01	 -5.31e+01	 7.89e+03
1.00e-01	 -1.37e+08	 1.89e+02	 -6.17e+06	 2.13e+01	 -5.37e+01	 7.89e+03
1.00e-01	 -1.38e+08	 1.91e+02	 -6.17e+06	 2.13e+01	 -5.42e+01	 7.89e+03
1.00e-01	 -1.38e+08	 1.93e+02	 -6.17e+06	 2.14e+01	 -5.48e+01	 7.89e+03
1.00e-01	 -1.39e+08	 1.96e+02	 -6.17e+06	 2.14e+01	 -5.53e+01	 7.88e+03
1.00e-01	 -1.39e+08	 1.98e+02	 -6.17e+06	 2.14e+01	 -5.59e+01	 7.88e+03
1.00e-01	 -1.40e+08	 2.00e+02	 -6.17e+06	 2.14e+01	 -5.64e+01	 7.88e+03
1.00e-01	 -1.41e+08	 2.02e+02	 -6.17e+06	 2.14e+01	 -5.70e+01	 7.88e+03
1.00e-01	 -1.41e+08	 2.04e+02	 -6.17e+06	 2.15e+01	 -5.75e+01	 7.88e+03
1.00e-01	 -1.42e+08	 2.06e+02	 -6.17e+06	 2.15e+01	 -5.80e+01	 7.88e+03
1.00e-01	 -1.42e+08	 2.09e+02	 -6.17e+06	 2.15e+01	 -5.85e+01	 7.87e+03
1.00e-01	 -1.43e+08	 2.11e+02	 -6.17e+06	 2.15e+01	 -5.90e+01	 7.87e+03
1.00e-01	 -1.44e+08	 2.13e+02	 -6.17e+06	 2.15e+01	 -5.95e+01	 7.87e+03
1.00e-01	 -1.44e+08	 2.15e+02	 -6.17e+06	 2.15e+01	 -6.00e+01	 7.87e+03
1.00e-01	 -1.45e+08	 2.17e+02	 -6.17e+06	 2.15e+01	 -6.05e+01	 7.87e+03
1.00e-01	 -1.46e+08	 2.19e+02	 -6.17e+06	 2.15e+01	 -6.10e+01	 7.87e+03
1.00e-01	 -1.46e+08	 2.21e+02	 -6.17e+06	 2.15e+01	 -6.14e+01	 7.86e+03
1.00e-01	 -1.47e+08	 2.24e+02	 -6.17e+06	 2.15e+01	 -6.19e+01	 7.86e+03
1.00e-01	 -1.47e+08	 2.26e+02	 -6.17e+06	 2.14e+01	 -6.24e+01	 7.86e+03
