0.000000 [kg]
tempo[s]	 x[m]	 z[m]	 vx[m/s]	 vz[m/s]	 atitude[graus]	 fuel[kg]
1.00e-01	 -3.31e+08	 7.68e+02	 -6.17e+06	 7.89e+00	 4.03e+02	 7.37e+03
1.00e-01	 -3.31e+08	 7.69e+02	 -6.17e+06	 7.96e+00	 4.08e+02	 7.37e+03
1.00e-01	 -3.32e+08	 7.70e+02	 -6.17e+06	 8.01e+00	 4.12e+02	 7.36e+03
1.00e-01	 -3.32e+08	 7.71e+02	 -6.17e+06	 8.03e+00	 4.17e+02	 7.36e+03
1.00e-01	 -3.33e+08	 7.71e+02	 -6.17e+06	 8.03e+00	 4.22e+02	 7.36e+03
1.00e-01	 -3.34e+08	 7.72e+02	 -6.17e+06	 8.01e+00	 4.26e+02	 7.36e+03
1.00e-01	 -3.34e+08	 7.73e+02	 -6.17e+06	 7.95e+00	 4.31e+02	 7.36e+03
1.00e-01	 -3.35e+08	 7.74e+02	 -6.17e+06	 7.87e+00	 4.36e+02	 7.36e+03
1.00e-01	 -3.36e+08	 7.75e+02	 -6.17e+06	 7.77e+00	 4.41e+02	 7.35e+03
1.00e-01	 -3.36e+08	 7.75e+02	 -6.17e+06	 7.63e+00	 4.46e+02	 7.35e+03
1.00e-01	 -3.37e+08	 7.76e+02	 -6.17e+06	 7.47e+00	 4.50e+02	 7.35e+03
1.00e-01	 -3.37e+08	 7.77e+02	 -6.17e+06	 7.27e+00	 4.55e+02	 7.35e+03
1.00e-01	 -3.38e+08	 7.77e+02	 -6.17e+06	 7.05e+00	 4.60e+02	 7.35e+03
1.00e-01	 -3.39e+08	 7.78e+02	 -6.17e+06	 6.80e+00	 4.65e+02	 7.35e+03
1.00e-01	 -3.39e+08	 7.79e+02	 -6.17e+06	 6.52e+00	 4.70e+02	 7.34e+03
1.00e-01	 -3.40e+08	 7.79e+02	 -6.17e+06	 6.22e+00	 4.75e+02	 7.34e+03
1.00e-01	 -3.40e+08	 7.80e+02	 -6.17e+06	 5.88e+00	 4.80e+02	 7.34e+03
1.00e-01	 -3.41e+08	 7.80e+02	 -6.17e+06	 5.53e+00	 4.85e+02	 7.34e+03
1.00e-01	 -3.42e+08	 7.81e+02	 -6.17e+06	 5.14e+00	 4.90e+02	 7.34e+03
1.00e-01	 -3.42e+08	 7.81e+02	 -6.17e+06	 4.74e+00	 4.95e+02	 7.34e+03
1.00e-01	 -3.43e+08	 7.82e+02	 -6.17e+06	 4.32e+00	 5.00e+02	 7.33e+03
1.00e-01	 -3.44e+08	 7.82e+02	 -6.17e+06	 3.87e+00	 5.05e+02	 7.33e+03
1.00e-01	 -3.44e+08	 7.83e+02	 -6.17e+06	 3.41e+00	 5.10e+02	 7.33e+03
1.00e-01	 -3.45e+08	 7.83e+02	 -6.17e+06	 2.94e+00	 5.15e+02	 7.33e+03
1.00e-01	 -3.45e+08	 7.83e+02	 -6.17e+06	 2.45e+00	 5.21e+02	 7.33e+03
1.00e-01	 -3.46e+08	 7.83e+02	 -6.17e+06	 1.96e+00	 5.26e+02	 7.33e+03
1.00e-01	 -3.47e+08	 7.83e+02	 -6.17e+06	 1.47e+00	 5.31e+02	 7.32e+03
1.00e-01	 -3.47e+08	 7.83e+02	 -6.17e+06	 9.84e-01	 5.36e+02	 7.32e+03
1.00e-01	 -3.48e+08	 7.83e+02	 -6.17e+06	 4.98e-01	 5.42e+02	 7.32e+03
1.00e-01	 -3.48e+08	 7.83e+02	 -6.17e+06	 1.95e-02	 5.47e+02	 7.32e+03
1.00e-01	 -3.49e+08	 7.83e+02	 -6.17e+06	 -4.49e-01	 5.52e+02	 7.32e+03
1.00e-01	 -3.50e+08	 7.83e+02	 -6.17e+06	 -9.06e-01	 5.58e+02	 7.32e+03
1.00e-01	 -3.50e+08	 7.83e+02	 -6.17e+06	 -1.35e+00	 5.63e+02	 7.31e+03
1.00e-01	 -3.51e+08	 7.83e+02	 -6.17e+06	 -1.77e+00	 5.68e+02	 7.31e+03
1.00e-01	 -3.52e+08	 7.83e+02	 -6.17e+06	 -2.18e+00	 5.74e+02	 7.31e+03
1.00e-01	 -3.52e+08	 7.82e+02	 -6.17e+06	 -2.57e+00	 5.79e+02	 7.31e+03
1.00e-01	 -3.53e+08	 7.82e+02	 -6.17e+06	 -2.94e+00	 5.85e+02	 7.31e+03
1.00e-01	 -3.53e+08	 7.82e+02	 -6.17e+06	 -3.28e+00	 5.90e+02	 7.31e+03
1.00e-01	 -3.54e+08	 7.81e+02	 -6.17e+06	 -3.60e+00	 5.96e+02	 7.31e+03
1.00e-01	 -3.55e+08	 7.81e+02	 -6.17e+06	 -3.90e+00	 6.01e+02	 7.30e+03
1.00e-01	 -3.55e+08	 7.80e+02	 -6.17e+06	 -4.17e+00	 6.07e+02	 7.30e+03
1.00e-01	 -3.56e+08	 7.80e+02	 -6.17e+06	 -4.41e+00	 6.12e+02	 7.30e+03
1.00e-01	 -3.56e+08	 7.80e+02	 -6.17e+06	 -4.63e+00	 6.18e+02	 7.30e+03
1.00e-01	 -3.57e+08	 7.79e+02	 -6.17e+06	 -4.82e+00	 6.24e+02	 7.30e+03
1.00e-01	 -3.58e+08	 7.79e+02	 -6.17e+06	 -4.98e+00	 6.29e+02	 7.30e+03
1.00e-01	 -3.58e+08	 7.78e+02	 -6.17e+06	 -5.13e+00	 6.35e+02	 7.30e+03
1.00e-01	 -3.59e+08	 7.77e+02	 -6.17e+06	 -5.24e+00	 6.41e+02	 7.30e+03
1.00e-01	 -3.60e+08	 7.77e+02	 -6.17e+06	 -5.34e+00	 6.46e+02	 7.29e+03
1.00e-01	 -3.60e+08	 7.76e+02	 -6.17e+06	 -5.41e+00	 6.52e+02	 7.29e+03
1.00e-01	 -3.61e+08	 7.76e+02	 -6.17e+06	 -5.46e+00	 6.58e+02	 7.29e+03
1.00e-01	 -3.61e+08	 7.75e+02	 -6.17e+06	 -5.50e+00	 6.64e+02	 7.29e+03
1.00e-01	 -3.62e+08	 7.75e+02	 -6.17e+06	 -5.52e+00	 6.69e+02	 7.29e+03
1.00e-01	 -3.63e+08	 7.74e+02	 -6.17e+06	 -5.53e+00	 6.75e+02	 7.29e+03
1.00e-01	 -3.63e+08	 7.74e+02	 -6.17e+06	 -5.52e+00	 6.81e+02	 7.29e+03
1.00e-01	 -3.64e+08	 7.73e+02	 -6.17e+06	 -5.51e+00	 6.87e+02	 7.29e+03
1.00e-01	 -3.65e+08	 7.73e+02	 -6.17e+06	 -5.49e+00	 6.93e+02	 7.29e+03
1.00e-01	 -3.65e+08	 7.72e+02	 -6.17e+06	 -5.47e+00	 6.99e+02	 7.28e+03
1.00e-01	 -3.66e+08	 7.71e+02	 -6.17e+06	 -5.44e+00	 7.05e+02	 7.28e+03
1.00e-01	 -3.66e+08	 7.71e+02	 -6.17e+06	 -5.41e+00	 7.11e+02	 7.28e+03
1.00e-01	 -3.67e+08	 7.70e+02	 -6.17e+06	 -5.39e+00	 7.17e+02	 7.28e+03
1.00e-01	 -3.68e+08	 7.70e+02	 -6.17e+06	 -5.37e+00	 7.23e+02	 7.28e+03
1.00e-01	 -3.68e+08	 7.69e+02	 -6.17e+06	 -5.35e+00	 7.29e+02	 7.28e+03
1.00e-01	 -3.69e+08	 7.69e+02	 -6.17e+06	 -5.35e+00	 7.35e+02	 7.28e+03
1.00e-01	 -3.69e+08	 7.68e+02	 -6.17e+06	 -5.35e+00	 7.41e+02	 7.28e+03
1.00e-01	 -3.70e+08	 7.68e+02	 -6.17e+06	 -5.36e+00	 7.47e+02	 7.28e+03
1.00e-01	 -3.71e+08	 7.67e+02	 -6.17e+06	 -5.39e+00	 7.54e+02	 7.28e+03
1.00e-01	 -3.71e+08	 7.67e+02	 -6.17e+06	 -5.44e+00	 7.60e+02	 7.28e+03
1.00e-01	 -3.72e+08	 7.66e+02	 -6.17e+06	 -5.49e+00	 7.66e+02	 7.28e+03
1.00e-01	 -3.73e+08	 7.65e+02	 -6.17e+06	 -5.57e+00	 7.72e+02	 7.27e+03
1.00e-01	 -3.73e+08	 7.65e+02	 -6.17e+06	 -5.65e+00	 7.79e+02	 7.27e+03
1.00e-01	 -3.74e+08	 7.64e+02	 -6.17e+06	 -5.76e+00	 7.85e+02	 7.27e+03
1.00e-01	 -3.74e+08	 7.64e+02	 -6.17e+06	 -5.87e+00	 7.91e+02	 7.27e+03
1.00e-01	 -3.75e+08	 7.63e+02	 -6.17e+06	 -6.01e+00	 7.97e+02	 7.27e+03
1.00e-01	 -3.76e+08	 7.63e+02	 -6.17e+06	 -6.16e+00	 8.04e+02	 7.27e+03
1.00e-01	 -3.76e+08	 7.62e+02	 -6.17e+06	 -6.32e+00	 8.10e+02	 7.27e+03
1.00e-01	 -3.77e+08	 7.61e+02	 -6.17e+06	 -6.50e+00	 8.17e+02	 7.27e+03
1.00e-01	 -3.77e+08	 7.61e+02	 -6.17e+06	 -6.68e+00	 8.23e+02	 7.27e+03
1.00e-01	 -3.78e+08	 7.60e+02	 -6.17e+06	 -6.88e+00	 8.30e+02	 7.27e+03
1.00e-01	 -3.79e+08	 7.59e+02	 -6.17e+06	 -7.09e+00	 8.36e+02	 7.27e+03
1.00e-01	 -3.79e+08	 7.58e+02	 -6.17e+06	 -7.30e+00	 8.43e+02	 7.27e+03
1.00e-01	 -3.80e+08	 7.58e+02	 -6.17e+06	 -7.53e+00	 8.49e+02	 7.27e+03
1.00e-01	 -3.81e+08	 7.57e+02	 -6.17e+06	 -7.75e+00	 8.56e+02	 7.27e+03
1.00e-01	 -3.81e+08	 7.56e+02	 -6.17e+06	 -7.99e+00	 8.62e+02	 7.27e+03
1.00e-01	 -3.82e+08	 7.55e+02	 -6.17e+06	 -8.22e+00	 8.69e+02	 7.27e+03
1.00e-01	 -3.82e+08	 7.54e+02	 -6.17e+06	 -8.45e+00	 8.75e+02	 7.26e+03
1.00e-01	 -3.83e+08	 7.53e+02	 -6.17e+06	 -8.68e+00	 8.82e+02	 7.26e+03
1.00e-01	 -3.84e+08	 7.53e+02	 -6.17e+06	 -8.91e+00	 8.89e+02	 7.26e+03
1.00e-01	 -3.84e+08	 7.52e+02	 -6.17e+06	 -9.14e+00	 8.95e+02	 7.26e+03
1.00e-01	 -3.85e+08	 7.51e+02	 -6.17e+06	 -9.36e+00	 9.02e+02	 7.26e+03
1.00e-01	 -3.85e+08	 7.50e+02	 -6.17e+06	 -9.57e+00	 9.09e+02	 7.26e+03
1.00e-01	 -3.86e+08	 7.49e+02	 -6.17e+06	 -9.78e+00	 9.16e+02	 7.26e+03
1.00e-01	 -3.87e+08	 7.48e+02	 -6.17e+06	 -9.98e+00	 9.23e+02	 7.26e+03
1.00e-01	 -3.87e+08	 7.47e+02	 -6.17e+06	 -1.02e+01	 9.29e+02	 7.26e+03
1.00e-01	 -3.88e+08	 7.46e+02	 -6.17e+06	 -1.04e+01	 9.36e+02	 7.26e+03
1.00e-01	 -3.89e+08	 7.45e+02	 -6.17e+06	 -1.06e+01	 9.43e+02	 7.26e+03
1.00e-01	 -3.89e+08	 7.43e+02	 -6.17e+06	 -1.07e+01	 9.50e+02	 7.26e+03
1.00e-01	 -3.90e+08	 7.42e+02	 -6.17e+06	 -1.09e+01	 9.57e+02	 7.26e+03
1.00e-01	 -3.90e+08	 7.41e+02	 -6.17e+06	 -1.11e+01	 9.64e+02	 7.26e+03
1.00e-01	 -3.91e+08	 7.40e+02	 -6.17e+06	 -1.13e+01	 9.71e+02	 7.26e+03
1.00e-01	 -3.92e+08	 7.39e+02	 -6.17e+06	 -1.14e+01	 9.78e+02	 7.26e+03
1.00e-01	 -3.92e+08	 7.38e+02	 -6.17e+06	 -1.16e+01	 9.85e+02	 7.26e+03
1.00e-01	 -3.93e+08	 7.37e+02	 -6.17e+06	 -1.17e+01	 9.92e+02	 7.26e+03
1.00e-01	 -3.94e+08	 7.35e+02	 -6.17e+06	 -1.19e+01	 9.99e+02	 7.26e+03
1.00e-01	 -3.94e+08	 7.34e+02	 -6.17e+06	 -1.21e+01	 1.01e+03	 7.26e+03
1.00e-01	 -3.95e+08	 7.33e+02	 -6.17e+06	 -1.22e+01	 1.01e+03	 7.26e+03
1.00e-01	 -3.95e+08	 7.32e+02	 -6.17e+06	 -1.24e+01	 1.02e+03	 7.26e+03
1.00e-01	 -3.96e+08	 7.30e+02	 -6.17e+06	 -1.26e+01	 1.03e+03	 7.26e+03
1.00e-01	 -3.97e+08	 7.29e+02	 -6.17e+06	 -1.27e+01	 1.03e+03	 7.26e+03
1.00e-01	 -3.97e+08	 7.28e+02	 -6.17e+06	 -1.29e+01	 1.04e+03	 7.26e+03
1.00e-01	 -3.98e+08	 7.27e+02	 -6.17e+06	 -1.30e+01	 1.05e+03	 7.26e+03
1.00e-01	 -3.98e+08	 7.25e+02	 -6.17e+06	 -1.32e+01	 1.06e+03	 7.26e+03
1.00e-01	 -3.99e+08	 7.24e+02	 -6.17e+06	 -1.34e+01	 1.06e+03	 7.26e+03
1.00e-01	 -4.00e+08	 7.23e+02	 -6.17e+06	 -1.35e+01	 1.07e+03	 7.26e+03
1.00e-01	 -4.00e+08	 7.21e+02	 -6.17e+06	 -1.37e+01	 1.08e+03	 7.26e+03
1.00e-01	 -4.01e+08	 7.20e+02	 -6.17e+06	 -1.39e+01	 1.09e+03	 7.26e+03
1.00e-01	 -4.02e+08	 7.18e+02	 -6.17e+06	 -1.40e+01	 1.09e+03	 7.26e+03
1.00e-01	 -4.02e+08	 7.17e+02	 -6.17e+06	 -1.42e+01	 1.10e+03	 7.26e+03
1.00e-01	 -4.03e+08	 7.15e+02	 -6.17e+06	 -1.43e+01	 1.11e+03	 7.26e+03
1.00e-01	 -4.03e+08	 7.14e+02	 -6.17e+06	 -1.45e+01	 1.12e+03	 7.26e+03
1.00e-01	 -4.04e+08	 7.13e+02	 -6.17e+06	 -1.47e+01	 1.12e+03	 7.26e+03
1.00e-01	 -4.05e+08	 7.11e+02	 -6.17e+06	 -1.48e+01	 1.13e+03	 7.26e+03
1.00e-01	 -4.05e+08	 7.10e+02	 -6.17e+06	 -1.50e+01	 1.14e+03	 7.26e+03
1.00e-01	 -4.06e+08	 7.08e+02	 -6.17e+06	 -1.52e+01	 1.15e+03	 7.26e+03
1.00e-01	 -4.06e+08	 7.07e+02	 -6.17e+06	 -1.53e+01	 1.15e+03	 7.26e+03
1.00e-01	 -4.07e+08	 7.05e+02	 -6.17e+06	 -1.55e+01	 1.16e+03	 7.26e+03
1.00e-01	 -4.08e+08	 7.03e+02	 -6.17e+06	 -1.56e+01	 1.17e+03	 7.26e+03
1.00e-01	 -4.08e+08	 7.02e+02	 -6.17e+06	 -1.58e+01	 1.18e+03	 7.26e+03
1.00e-01	 -4.09e+08	 7.00e+02	 -6.17e+06	 -1.60e+01	 1.18e+03	 7.26e+03
1.00e-01	 -4.10e+08	 6.99e+02	 -6.17e+06	 -1.61e+01	 1.19e+03	 7.26e+03
1.00e-01	 -4.10e+08	 6.97e+02	 -6.17e+06	 -1.63e+01	 1.20e+03	 7.26e+03
1.00e-01	 -4.11e+08	 6.95e+02	 -6.17e+06	 -1.65e+01	 1.21e+03	 7.26e+03
1.00e-01	 -4.11e+08	 6.94e+02	 -6.17e+06	 -1.66e+01	 1.21e+03	 7.26e+03
1.00e-01	 -4.12e+08	 6.92e+02	 -6.17e+06	 -1.68e+01	 1.22e+03	 7.26e+03
1.00e-01	 -4.13e+08	 6.90e+02	 -6.17e+06	 -1.69e+01	 1.23e+03	 7.26e+03
1.00e-01	 -4.13e+08	 6.88e+02	 -6.17e+06	 -1.71e+01	 1.24e+03	 7.26e+03
1.00e-01	 -4.14e+08	 6.87e+02	 -6.17e+06	 -1.73e+01	 1.25e+03	 7.26e+03
1.00e-01	 -4.14e+08	 6.85e+02	 -6.17e+06	 -1.74e+01	 1.25e+03	 7.26e+03
1.00e-01	 -4.15e+08	 6.83e+02	 -6.17e+06	 -1.76e+01	 1.26e+03	 7.26e+03
1.00e-01	 -4.16e+08	 6.81e+02	 -6.17e+06	 -1.77e+01	 1.27e+03	 7.26e+03
1.00e-01	 -4.16e+08	 6.80e+02	 -6.17e+06	 -1.79e+01	 1.28e+03	 7.26e+03
1.00e-01	 -4.17e+08	 6.78e+02	 -6.17e+06	 -1.81e+01	 1.29e+03	 7.26e+03
1.00e-01	 -4.18e+08	 6.76e+02	 -6.17e+06	 -1.82e+01	 1.29e+03	 7.26e+03
1.00e-01	 -4.18e+08	 6.74e+02	 -6.17e+06	 -1.84e+01	 1.30e+03	 7.26e+03
1.00e-01	 -4.19e+08	 6.72e+02	 -6.17e+06	 -1.86e+01	 1.31e+03	 7.26e+03
1.00e-01	 -4.19e+08	 6.70e+02	 -6.17e+06	 -1.87e+01	 1.32e+03	 7.26e+03
1.00e-01	 -4.20e+08	 6.69e+02	 -6.17e+06	 -1.89e+01	 1.33e+03	 7.26e+03
1.00e-01	 -4.21e+08	 6.67e+02	 -6.17e+06	 -1.90e+01	 1.33e+03	 7.26e+03
1.00e-01	 -4.21e+08	 6.65e+02	 -6.17e+06	 -1.92e+01	 1.34e+03	 7.26e+03
1.00e-01	 -4.22e+08	 6.63e+02	 -6.17e+06	 -1.94e+01	 1.35e+03	 7.26e+03
